Question,Answer1,Answer2,Answer3,Answer4,Correct Answer
當短天期移動平均線由長天期平均線下方突破至上方，而且兩條長、短天期平均線同時上揚時稱為：,黃金交叉,死亡交叉,雙向交叉,雙線交叉,1
當買入證券後，未能公平且迅速賣出該證券，此風險稱為：,購買力風險,違約風險,流動性風險,利率風險,3
當會計師作成財務報表在所有重大方面係依照適用之財務報導架構編製之結論時，出具何種意見的查核報告？,保留意見,無保留意見,保證意見,標準意見,2
當會計師作成財務報表在所有重大方面係依照適用之財務報導準則編製之結論時，出具何種意見的查核報告？,保留意見,無保留意見,保證意見,標準意見,2
當預期未來的整體經濟衰退，投資人應投資於股價對整體景氣：,較敏感產業,較不敏感產業,毫不敏感的產業,負相關的產業,4
當預期利率上漲時，投資人的公債操作策略為：,將短期公債換成長期公債,將票面利率低的公債換成票面利率較高的公債,將面額大的公債換成面額小的公債,持有原來的公債不變,2
當預期利率下跌時，投資人的公債操作策略為：,將票面利率低的公債換成票面利率較高的公債,將面額大的公債換成面額小的公債,將短期公債換成長期公債,持有原來的公債不變,3
當證券商經營證券業務時，禁止下列何項行為？,代客戶保管有價證券、款項、印鑑或存摺,於銀行設立專用之存款帳戶辦理對客戶交割款項之收付,經客戶同意將客戶交割款項留存於證券商交割專戶,於客戶成交後，製作買賣報告書,1
禁止內部人交易所保護的法益是？,交易對方所受之損失,社會對市場公正性之預期,上市公司名譽之損失,交易人的道德與良心,2
禁止利用內線消息買賣之立法意旨為：,基於公平原則，求投資人之立足點平等,禁止任何人因資訊而買賣,鼓勵投資人進行市場研究,減少市場投機性,1
經中央目的事業主管機關出具其係屬科技事業或文化創意事業且其產品開發成功具有市場性之明確意見書之公司，申請上櫃時得不受哪一申請條件限制？,經二家以上證券商書面推薦者,實收資本額在新臺幣一億元以上者,持有股份一千股至五萬股之記名股東人數不少於三百人,設立滿二個完整會計年度,4
經公告採取處置措施之有價證券，其中預收款券作業，有關違約專戶的規定?,一成,五成,全部,不用預收,4
經公告採取處置措施之有價證券，其中預收款券作業，信用交易部分，則收足融資自備款或融券保證金，但信用交易了結時，,投資人不能買賣,五成,全部,不用預收,4
經公告採取處置措施之有價證券，其中預收款券作業之信用交易部分，應收取多少融資自備款或融券保證金，,五成,六成,全部,不用預收,3
經紀商未經核准從事有價證券之借貸，得併科新臺幣多少金額之罰金？,一百二十萬元,一百八十萬元,二百四十萬元,三百萬元,2
經評估客戶單日買賣額度在多少金額以上者，其徵信資料應視客戶資產狀況隨時調查更新？,300萬元,500萬元,1仟萬元,5仟萬元,2
經評估客戶單日買賣額度在新台幣壹仟萬元以上者，證券商應多久調查更新其徵信資料?,每年,每2年,每3年,每4年,1
經評估客戶單日買賣額度達新台幣多少元以上者，證券商應請其出具或提示相關資力證明文件憑核，並留存影本或抄錄相關資料備查？,500萬元,750萬元,"1,000萬元","1,500萬元",1
經評估客戶單日買賣額度達新台幣多少金額以上者，其徵信資料應視客戶資產狀況隨時調查更新。,5000萬元,1000萬元,500萬元,300萬元,3
經評估客戶單日買賣額度達新台幣多少金額以上者，其徵信資料應視客戶資產狀況隨時調查更新？,5000萬元,1000萬元,500萬元,300萬元,3
經濟主體以發行股票、債券等有價證券，透過證券市場揭露社會大眾籌措資金的融資方式，係為：,短期金融,間接金融,直接金融,消費金融,3
經營二種以上證券業務者，其營業保證金應如何計算？,依經營種類取最高額者繳納,以取得第一種業務之金額乘以一定成數繳納,依經營種類取最高額者，再分經營項目為兩項或三項補繳一千萬或二千萬,依經營種類併計之,4
經營有價證券之行紀或居間業務的證券商為：,證券自營商,證券承銷商,證券經紀商,其他3個選項皆可,3
經證交所列為處置證券，並以人工管制之撮合終端機執行撮合作業者，該撮合作業約幾分鐘撮合一次？,1分鐘,3分鐘,5分鐘,10分鐘,3
經證交所停止買賣之上市公司，其所繳付之有價證券上市費：,由證交所依其當年度實際上市月數比例核算退還,僅得退還1/12,至多退還1/2,不得請求返還,4
經證交所停止買賣之上市公司，其所繳付之有價證券上市費：,由證交所依其當年度實際上市月數比例核算退還,僅得退還二分之一,至多退還三分之二,不得請求返還,4
經證券櫃買中心之同意在櫃檯買賣之有價證券，發行人應於買賣開始日幾天前，將發行人名稱、櫃檯買賣開始期日、主管機關核准文件日期與字號等事項，輸入櫃買中心所指定之網際網路資訊申報系統？,開始日前,三日前,七日前,十日前,1
經證券櫃買中心同意在櫃檯買賣之有價證券，其開始買賣期日應訂於自發行人接到證券櫃買中心之通知同意日起，多久期間內？,一個月內,二個月內,三個月內,四個月內,3
經證券櫃檯買賣中心之同意在櫃檯買賣之有價證券，發行人應於買賣開始日幾天前，將發行人名稱、櫃檯買賣開始期日、主管機關核准文件日期與字號等事項，輸入櫃檯買賣中心所指定之網際網路資訊申報系統？,開始日前,三日前,七日前,十日前,1
經證券櫃檯買賣中心同意在櫃檯買賣之有價證券，其開始買賣期日應訂於自發行人接到證券櫃檯買賣中心之通知同意日起，多久期間內？,一個月內,二個月內,三個月內,四個月內,3
萬里公司以暫時之閒置資金購買二年到期之銀行可轉讓定期存單，該資產之性質為：,流動資產,基金,長期投資,其他資產,1
萬里公司的存貨週轉率為4，應收帳款週轉率為10，請問該公司之營業週期為幾天？（一年以360天計）,36天,54天,90天,126天,4
"萬榮公司今年度之營業費用為$60,000（內含折舊$20,000），稅前淨利為$150,000，今年度之預付保險費由年初之$18,000，減至今年年底$6,000，而應付薪資由$12,000增加至$18,000，則今年度所編之現金流量表內由營業活動所產生之現金淨流入為何？",162000,188000,142000,150000,2
董事、監察人發生短線交易之情事，下列何者得為公司請求其將所得利益歸入公司？,董事會,員工,債權人,供應商,1
董事長選任及職權之敘述，下列何者有誤？,未設常務董事者，應由三分之二以上董事之出席，及出席董事過半數之同意，互選一人為董事長,設有常務董事者，由常務董事會特別決議互選一人為董事長,董事長對內為股東會，董事會及常務董事會主席，對外代表公司,董事長召集董事會應得常務董事同意,2
董事會不為召開或不能依公司法規定召集股東會時，得由持有已發行股份總數多少比例以上之股東報經地方主管機關許可，自行召集？,百分之一,百分之三,百分之五,百分之十,2
董事會成員組成應考量多元化，多元化方針「不」包括以下哪些標準?,學經歷背景,專業知識與技能,身高體重,性別,3
董事會成員應普遍具備執行職務所必須之知識、技能及素養。為達到公司治理之理想目標，董事會整體應具備之能力「不」包括,危機處理能力,領導能力,結黨營私能力,會計及財務分析能力,3
董事會或其他召集權人召集股東會者，對董事被提名人應予審查，除有特殊情事外，應將其列入董事候選人名單，下列敘述何者非屬特殊情事？,提名股東未敘明被提名人姓名、學歷及經歷,提名股東於停止股票過戶時，持股不足者,提名人數未達董事應選名額,提名股東於公告受理期間外提出,3
試問下列何種方式符合「證券交易法」第一百五十七條之一第六項有重大影響公司支付本息能力之消息的公開方式？,兩家以上的地方性報紙,一家以上全國性電視新聞,公司輸入公開資訊觀測站,揭示於公司網頁,3
試問依現行證券交易法規定，上市上櫃公司辦理現金增資時，證券主管機關得強制其提撥發行新股總額之多少比率向外公開發行？,百分之五,百分之十,百分之十五,百分之二十,2
資本市場可分為：,匯率市場和股票市場,股票市場和債券市場,外匯市場與債券市場,金融市場和不動產市場,2
資本市場的工具到期日應：,超過一個月,超過半年,超過一年,一年以下,3
資本市場線（Capital Market Line）是表示下列何種選項關係？,某證券變異數與市場投資組合變異數,證券期望報酬率與系統風險,某證券超額報酬率與市場投資組合超額報酬率,效率投資0組合的預期報酬率與風險,2
資本市場線(CapitalMarketLine)是表示下列何種選項關係？,某證券變異數與市場投資組合變異數,證券期望報酬率與系統風險,某證券超額報酬率與市場投資組合超額報酬率,效率投資組合的預期報酬率與風險,4
資本利得是指：,股利,利息,股利加利息,賣價超過買價之金額,4
資本資產定價理論（CAPM）預測一股票之期望報酬率高於市場投資組合報酬率，則貝它(Beta)係數：,小於1,大於1,大於0,小於0,2
資本資產定價模型（CAPM）預測一股票之期望報酬率高於市場投資組合報酬率，則貝它(Beta)係數：,小於1,大於1,大於0,小於0,2
資本資產訂價模型（CAPM）認為貝它（Beta）係數為0的證券，其預期報酬率應為：,負的報酬率,零報酬率,無風險報酬率,市場報酬率,3
資本資產訂價模型（CAPM）認為貝它（Beta）係數為1證券的預期報酬率應為：,期望報酬率,市場報酬率,負的報酬率,無風險利率,2
資本資產訂價模型（CAPM）認為貝它（β）係數為1之證券的預期報酬率應為：,期望報酬率,市場報酬率,負的報酬率,無風險利率,2
資本額達新臺幣100億元以上之上市上櫃公司（含合併財務報告子公司），最晚須在何時揭露溫室氣體盤查之減碳目標？,2023年,2025年,2027年,2029年,2
資金需求者為籌集資金向投資者出售新證券所形成的市場，稱為：,票券市場,基金市場,發行市場,期貨市場,3
資產（商譽除外）如未依法令規定辦理重估價，當減損損失迴轉時應：,視為利益,視為費用減少,視為資產成本增加,視為累計折舊減少,1
資產負債表中的流動項目，不應該包括以下哪一項？,賒帳過期一年以上，但尚未收回的應收帳款,購買短期債券投資的溢價部分,非以再出售為目的進行購併其他公司而認列的商譽,應收客戶帳款有貸方餘額者,3
資產負債表中的流動項目，不應該包括以下哪一項？,應收客戶帳款有貸方餘額者,賒帳過期一年以上，但尚未收回的應收帳款,非以再出售為目的進行購併其他公司而認列的商譽,購買短期債券投資的溢價部分,3
資產組合要能分散風險主要依據是什麼因素？,資產的標準差,資產分配的權重,資產的報酬率,資產間的相關係數,4
資產減損損失在以間接法表達之現金流量表會出現於何種項目？,營業活動,投資活動,籌資活動,不影響現金之投資與籌資活動,1
資通安全已為公司營運重要議題，為強化資通安全之管理，明定公司應於年報敘明哪些資訊？,資通安全風險管理架構,資通安全政策,具體管理方案,其他3個選項皆是,4
道氏理論（DowTheory）認為：,股價變動無法預測,分散買進多種股票可以打敗市場,股價平均指數反應一切,個股走勢與指數漲跌應分別考量,3
道氏理論中，告訴投資人主要的市場趨勢方向，是以下列何者來表達？,成交量,價格,時間,指數,4
道氏理論中，告訴投資人主要的市場趨勢方向，是以下列何者來表達?,成交量,價格,時間,指數,4
道氏理論中，告訴投資人主要的市場趨勢方向，是以下列何者來表達？,成交量,價格,時間,指數,4
道氏理論中，告訴投資人主要的市場趨勢方向，是以下列何者來表達?,成交量,價格,時間,指數,4
道氏理論中，告訴投資人主要的市場趨勢方向，是以下列何者來表達？,成交量,價格,時間,指數,4
道氏理論認為後一浪頭較前一浪頭為高時，可斷言股價：,將持續漲勢,轉趨穩定,將持續跌勢,走勢不明,1
道氏理論雖然對股市長期市場變動指明了方向，但不能指示下列何者？,利用線路來確認趨勢,利用平均數來確認趨勢,股價變動趨勢如海浪有漲潮及退潮,應購買何種股票,4
違反「證券交易法」第一百五十七條之一之內線交易行為，其刑事責任為何？,七年以下有期徒刑、拘役或科或併科十五萬元以下罰金,五年以下有期徒刑、拘役或科或併科新臺幣二百四十萬元以下罰金,三年以上十年以下有期徒刑，得併科新臺幣一千萬元以上二億元以下罰金,一年以下有期徒刑、拘役或科或併科新臺幣一百八十萬元以下罰金,3
違反「證券交易法」第一百五十五條之操縱股價行為，其刑事責任為何？,處三年以上十年以下有期徒刑，得併科新臺幣一千萬元以上二億元以下罰金,處五年以下有期徒刑、拘役或科或併科新臺幣二十五萬元以下罰金,處二年以下有期徒刑、拘役或科或併科新臺幣二十五萬元以下罰金,處一年以下有期徒刑、拘役或科或併科新臺幣二十五萬元以下罰金,1
違反內線交易規定，損害賠償額度之計算標準，就消息未公開前或公開後多少小時內，其買入或賣出該股票之價格與消息公開後10個營業日收盤平均價格的差額？,15小時,18小時,24小時,13小時,2
違反內線交易規定，損害賠償額度之計算標準，就消息未公開前或公開後多少小時內，其買入或賣出該股票之價格與消息公開後十個營業日收盤平均價格的差額？,十五小時,十八小時,二十四小時,十三小時,2
違約風險又稱：,流動性風險,價格風險,時間風險,信用風險,4
鉅額交易之競價方式?,配對交易,逐筆交易,配對交易、逐筆交易皆是,配對交易、逐筆交易皆無,3
鉅額交易申報買賣價格升降單位為？(提示：可利用證交所網頁查詢),0.01元,0.1元,0.5元,1元,1
鉅額交易年成交量之「成交股數占市場比重%」，哪一年最高？(提示：可利用證交所網頁查詢),101年,103年,105年,107年,1
鉅額交易最低數額標準？,單一證券數量達500交易單位以上,"單-證券金額達1,500萬元以上","5種股票以上且總金額達1,500萬元以上",其他3個選項皆是,4
鉅額交易最低數額標準?,單一證券數量達500交易單位以上,"單一證券金額達1,500萬元以上","5種股票以上且總金額達1,500萬元以上",其他3個選項皆是,4
鉅額買賣價格之申報，升降單位為,零點零一元,零點零五元,零點一元,零點五元,1
鉅額買賣價格之申報，升降單位為：,0.01元,0.05元,0.1元,0.5元,1
零股交易之買賣，有應付有價證券者，證券商至遲應於何時辦理交割？,成交日當日18:00前,成交日後第一營業日12:00前,成交日後第二營業日14:00前,成交日後第二營業日10:00前,4
電話委託買賣股票時，可透過何種管道委託買賣？,證券公司電話,營業員家裡電話,營業員手機電話,營業員Line帳號,1
預收收入中，已實現部分應轉入下列那一個帳戶？,資產,負債,收入,費用,3
預期以發行權益證券再融資之短期負債，於資產負債表中應列為：,流動負債,長期負債,權益,權益減項,2
預期以發行權益證券再融資之短期負債，於資產負債表中應列為：,流動負債,長期負債,權益,權益減項,2
嘉義公司為保障現有之產品專利權，而購入可能嚴重威脅該產品之乙公司專利權，公司並不使用此購入之專利權，則所發生之成本應如何處理？,列入當期之費用，不必攤銷,列為新專利權，按其估計經濟年限及法定年限較短者攤銷,列為原專利權之成本，按原專利權之經濟年限攤銷,列為原專利權之成本，按原專利權之剩餘經濟年限攤銷,1
"壽豐公司應收款增加500萬元，應付款增加600萬元，處分舊機器收入500萬元，購買不動產、廠房及設備花費1,500萬元，其發放股利10萬元，則其投資活動的現金流量為何？",－510萬元,－600萬元,"－1,000萬元","－1,110萬元",3
對一風險趨避投資者而言，下列敘述何者「正確」？,他只關心投資報酬率，而不關心風險,他只關心風險，而不關心報酬率,他同時關心報酬率與風險,他關心報酬率或風險，視其風險趨避程度而定,3
對一家完全未使用負債融資的公司而言，其風險會集中於：,財務風險,市場風險,流動性風險,事業風險,4
對公開說明書之重要內容記載，能證明已經合理調查，並有正當理由確認其簽證或意見為真實者，而不負賠償責任者，係下列何人？,發行人,職員,證券承銷商,專門職業或技術人員,4
對有價證券之行情與認募重要事項為虛偽之記載而散布於眾者，最重可處多少年以下之有期徒刑？,10年,9年,7年,5年,3
對投資人而言，下列何者屬於可分散風險？,甲公司主動為員工全面加薪增加成本,英國脫離歐盟,貨幣供給額的變動,法定正常工時由「每2週84小時」縮減為「每週40小時」,1
對於上市之有價證券，意圖影響集中交易市場有價證券交易價格，而散布流言或不實資料者，最高可處幾年有期徒刑？,2年,5年,7年,10年,4
對於上市之有價證券，意圖影響集中交易市場有價證券交易價格，而散布流言或不實資料者，最高可處幾年有期徒刑？,二年,五年,七年,十年,4
對於未來的現金流入或流出算成現值，要打個折扣稱為：,折價,折現,折舊,年金,2
對於有價證券募集之核准，藉此作為證實申請事項或保證證券價值之宣傳者，可為哪一懲罰？,處一年以下有期徒刑,處二年以下有期徒刑,處三年以下有期徒刑,處七年以下有期徒刑,1
對於財務風險與營運風險，下列敘述正確的有幾項？　甲、營運風險係指營業利益波動之風險，而財務風險係指企業無能力負擔財務成本之風險　乙、生產要素的價格愈不穩定，營運風險愈高　丙、固定成本愈高，營運風險愈高,0項,1項,2項,3項,4
對於財務風險與營運風險，下列敘述何者為是？,營運風險係指營業利益波動之風險，而財務風險係指企業無能力負擔財務成本之風險,生產要素的價格愈不穩定，營運風險愈高,固定成本愈高，營運風險愈高,其他3個選項皆正確,4
對於從事內線交易犯罪所得金額未達新臺幣一億元以上者，其法定刑最高可處下列何年限之有期徒刑？,十年,七年,五年,三年,2
對於從事內線交易犯罪所得金額達新臺幣一億元以上者，其法定刑最低處下列何年限之有期徒刑？,10年,7年,5年,3年,2
對於開立信用帳戶之條件，下列敘述何者正確？,為年滿十八歲有行為能力的中華民國國民,開立受託買賣帳戶滿二個月,最近一年內委託買賣成交十筆以上，累積成交金額達所申請融資額度之百分之五十,最近一年內所得與各種財產合計達所申請額度之百分之五十,3
對於會計盈餘與經濟盈餘的敘述，何者為非？,經濟所得＝現金流入－經濟折舊,會計所得＝現金流入－會計折舊值,會計盈餘考慮了現金流量的時間價值,經濟盈餘考慮了現金流量的時間價值,3
對於總資產報酬率的敘述何者為真？,總資產報酬率不佳有可能是淨利率偏低所致,總資產報酬率相同，代表兩家公司資產使用效率一樣,作趨勢分析時應將非常損益納入,其他3個選項皆是,1
對於總資產報酬率的敘述何者為真？,總資產報酬率不佳有可能是淨利率偏低所致,總資產報酬率相同，代表兩家公司資產使用效率一樣,作趨勢分析時應將非常損益納入,總資產報酬率為銷貨收入淨額除以平均資產總額,1
對於證券商「客戶服務中心」與客戶間溝通過程紀錄保存規範，以下敘述何者錯誤？,所有紀錄均至少須保存一年,服務人員以電話提供服務須進行電話錄音,以智能客服提供服務亦須保留紀錄,有爭議或申訴之案件應至少保留紀錄十年,4
對長期債權人而言，下列何者最為有利？,負債比率增加,公司停止發放特別股股利,利息保障倍數增加,每股盈餘減少,3
對非特定人為公開收購公開發行公司之有價證券者，應經何機關申報？,金融監督管理委員會,,財政部,中央銀行,1
對非特定人為公開收購公開發行公司之有價證券者，應經何機關申報？,金融監督管理委員會,臺灣證券交易所,財政部,中央銀行,1
對從事有價證券之承銷、自行買賣及經紀業務之自律規則，係由下列何者單位負責擬定？,證券商業同業公會,臺灣證券交易所,證券櫃檯買賣中心,臺灣集中保管結算所,1
對債權人而言，公司下列何項決策讓債權人認為相對有利？,發放股票股利,買回自家公司股票的庫藏股交易,進行現金減資,發放現金股利,1
對銷貨收益品質和趨勢，分析人員應該考慮的項目為何？,市場地域性分散程度,是否有關係人交易,銷貨是否集中於某一些產品,其他3個選項皆是,4
對整體經濟的敏感度低於一般產業平均數的產業，被稱為：,資產類股產業,景氣循環產業,防禦性產業,轉機產業,3
對整體經濟的敏感度低於一般產業平均數的產業，稱為：,資產類股產業,景氣循環產業,防禦性產業,轉機產業,3
對獲利不佳的資產股而言，下列何種評價方法較適當？,本益比法,現金流量折價法,每股股價除以每股重估淨值,股利殖利率,3
對證券商從事有關外國衍生性金融商品交易規範，下列敘述何者正確？,結匯事宜應向銀行局申報,得擇定任何外國金融機構辦理,應向中央銀行許可或指定之國內外金融機構辦理交易,應向投審會申報交易月報表,3
"彰化公司今年度之營業費用為$160,000（內含折舊$80,000），淨利為$300,000，今年度之預付租金由年初之$36,000，減至今年年底$12,000，而預收收入由$24,000增加至$36,000，若彰化公司之流動資產為$600,000，流動比率為1.5；則彰化公司營業淨現金流量對流動負債比率為何？",0.81,0.94,1.04,0.75,3
彰化公司未調整應收票據所產生之應收利息，將：,高估應收利息,低估利息收入,高估利息收入,低估利息費用,2
槓桿反向指數股票型證券投資信託基金之標的指數成分證券均為國內有價證券者，該受益憑證及加掛ETF受益憑證每日市價升降幅度以百分之幾乘以該基金之倍數？,0.05,0.1,0.2,0.15,2
槓桿型及反向型ETF與一般的ETF有何相同處？,任何類型的投資人均適合投資,屬於被動式管理,買賣前須簽署風險預告書,適合長期投資,2
槓桿型及反向型ETF與一般的ETF有何相同處？,適合長期投資,任何類型的投資人均適合投資,屬於被動式管理,買賣前須簽署風險預告書,3
福隆公司以暫時之閒置資金購買二年到期之銀行可轉讓定期存單，該資產之性質為：,流動資產,基金,長期投資,其他資產,1
福隆公司購買二年到期之銀行可轉讓定期存單，該資產之性質為：,流動資產,基金,長期投資,其他資產,1
福隆書店售出圖書禮券，並收到現金，此一交易對財務報表的影響為：,收入增加,收入減少,負債增加,負債減少,3
稱轉融通者，指下列何者向證券金融事業辦理轉融通資金或有價證券？,證券投資人,證券商,證券交易所,金融監督管理委員會證券期貨局,2
竭盡缺口（ExhaustionGap）通常出現在一波行情（無論上漲或下跌）的：,發動階段,中間位置,尾聲,盤整階段,3
臺幣對美元貶值所造成的影響，以下何者不正確？,資金外流,貨幣供給增加,美元計價出口商受益,美元存款增加,2
臺幣對美元貶值所造成的影響，以下何者不正確？,資金外流,貨幣供給增加,美元計價出口商受益,美元存款增加,2
臺灣ETN市場每日的漲跌幅為多少？,追蹤國內指數ETN為10%，追蹤國外指數ETN無漲跌幅度,追蹤國內指數ETN無漲跌幅，追蹤國外指數ETN為10%,均為10%,均無漲跌幅度限制,1
臺灣ETN市場每日的漲跌幅為多少？,追蹤國內指數ETN為10%，追蹤國外指數ETN無漲跌幅度,追蹤國內指數ETN無漲跌幅，追蹤國外指數ETN為10%,追蹤國內及國外指數ETN均為10%,追蹤國內及國外指數ETN均無漲跌幅度限制,1
臺灣企業在美國發行的存託憑證稱為：,EDR,ADR,TDR,GDR,2
臺灣各類型ETF每日的漲跌幅度限制何者為是？,現行2倍槓桿型台股ETF之漲跌幅度限制為±20%,國內成分證券ETF無漲跌幅度，國外成分證券ETF為±10%,上市ETF均無漲跌幅度限制,期貨ETF無漲跌幅度限制,1
臺灣創新板漲跌幅限制為：,0.07,0.1,0.2,無漲跌幅限制,2
臺灣集中市場何種交易没有漲跌幅度限制？,零股交易,盤後定價交易,鉅額交易,初次上市普通股掛牌首五日,4
臺灣證券交易所「正式開業」為何時？(提示：可利用證交所網頁查詢),民國50年10月23日,民國51年2月9日,民國50年2月9日,民國51年10月23日,2
臺灣證券交易所之公布注意交易資訊作業，俗稱警示股，其目的為何？,增加交易量,提醒投資人注意交易安全,禁止投資人買賣特定有價證券,提供投資人投資標的,2
臺灣證券交易所之公布注意交易資訊作業所公布之有價證券交易資訊，包括：,漲跌幅,成交量,週轉率,其他3個選項皆是,4
臺灣證券交易所之章程所定之設立宗旨，下列敘述何者有誤？,提倡企業投資,促進經濟建設,扶助工商事業,推升台股股價,4
臺灣證券交易所之組織型態為何？,股份有限公司,財團法人,有限公司,人民團體,1
臺灣證券交易所之組織型態為何？,股份有限公司,財團法人,有限公司,社團法人,1
臺灣證券交易所公布注意交易資訊作業之標的證券，包含?,股票,TDR,權證,其他3個選項皆是,4
臺灣證券交易所公布注意股票之異常標準係由誰訂定?,主管機關訂定,證交所訂定,投信投顧公司訂定,證券商訂定,2
臺灣證券交易所公布注意股票之異常標準係由誰訂定?,臺灣證券交易所訂定,證券商訂定,投信訂定,外資訂定,1
臺灣證券交易所股份有限公司證券商整體經營風險預警作業的適用對象為開業滿多久的證券商?,一個月,三個月,六個月,一年,2
臺灣證券交易所視個別有價證券之每日交易狀況，每日公布注意交易資訊之時間為何?,盤前公告,盤中即時公告,盤後公告,其他3個選項皆非,3
臺灣證券交易所集中交割之有價證券收付作業，委由下列何者辦理？,證券結算事業,證券金融事業,證券集中保管事業,證券暨期貨市場發展基金會,3
臺灣證券交易所對在計算發布處置基數期間，未曾依監視當沖標準公布注意交易資訊之有價證券，處置措施的期間為何？,6個營業日,7個營業日,8個營業日,10個營業日,4
臺灣證券交易所對在計算發布處置基數期間，曾依監視當沖標準公布注意交易資訊之有價證券，其公布採取處置措施的期間為何?,6個營業日,7個營業日,10個營業日,12個營業日,4
與決策有關，具有改變決策的能力，以及對問題預測解決有幫助，我們稱之為：,忠實表述,攸關性,可比較性,時效性,2
製成品週轉率等於：,製成品成本／在製品存貨,製成品成本／製成品存貨,銷貨成本／在製品存貨,銷貨成本／製成品存貨,4
認列應收帳款的預期信用減損損失，對財務分析比率的影響為何？,毛利率減少,流動比率下降,應收帳款週轉率下降,速動比率不變,2
認列應收帳款的預期信用損失時，下列敘述何者錯誤？,借記預期信用損失同時貸記備抵損失,企業於實際發生損失時認列預期信用損失,備抵損失為應收帳款總額的減項,存續期間預期信用損失是指應收帳款在整個存續期間如果發生違約將導致的損失金額,2
認股人或應募人繳納股款或債款，應將款項連同認股書或應募書向下列何機關繳納之？,代收款項之機構,主管機關,財政機關,登記機關,1
"賒銷$1,000並代顧客支付運費$40，付款條件2/10，n/30，若顧客於10天內將貨款與運費一併支付，則應收現金若干？",1020,1019.2,940,940.8,1
酸性測驗比率係指：,流動資產／流動負債,速動資產／流動負債,（現金及約當現金）／流動負債,存貨／流動負債,2
銀行人員審核企業之財務報表以決定是否核准短期貸款時，下列何種比率最不具重要性？,每股股利,存貨週轉率,速動比率,流動比率,1
颱風侵襲當天，台北市政府因風雨過大而宣布全日停班停課，有關證券集中交易市場是否休市，以下敘述何者正確？,集中交易市場照常開市，全日不休市。,台北市全日停止上班，則集中交易市場全日休市。,集中交易市場僅上午休市。,集中交易市場僅下午休市。,2
颱風侵襲當天，部分縣市政府因風雨過大而宣布全日停班停課，台北市則因無風無雨正常上班上課。阿美姐是住在停班停課縣市的投資人，若當日對同縣市的證券商有應屆交割款項，該如何處理？,因集中市場未休市，阿美姐必須在上午十時前將交割款項匯入交割帳戶,阿美姐順延一日辦理即可,因無法如期交割，此交易取消，阿美姐亦無須對證券商交割,以證券商是否照常營業為準，若照常營業，阿美姐就必須準時對證券商交割,2
"鳳林公司109年銷貨為$300,000，銷貨成本為$120,000，期初存貨為$40,000，進貨為$140,000，則銷貨毛利為何？",60000,180000,26000,160000,2
"鳳林公司111年銷貨為$300,000，銷貨成本為$120,000，期初存貨為$40,000，進貨為$140,000，則銷貨毛利為何？",60000,180000,26000,160000,2
劉小姐對於正在投資的公司之財務狀況想進一步了解，相關資料可在哪裡查閱？,公開資訊觀測站,淘寶網,eBay,Facebook,1
審查發行人所申報之財務報告資料時，發現不符合法令規定，得以命令糾正、限期改善並處罰該發行人之機關為：,證券商業同業公會,臺灣證券交易所,經濟部,金管會,4
審查發行人所申報之財務報告資料時，發現不符合法令規定，得以命令糾正並處罰該發行人之機關為：,證券商業同業公會,臺灣證券交易所,經濟部,金管會,4
影響金融市場中所有資產報酬的事件，其衝擊屬於全面性的風險有那些？　甲.利率風險；乙.購買力風險；丙.政治風險,僅甲、乙,僅乙、丙,僅甲、丙,甲、乙、丙,4
影響金融市場中所有資產報酬的事件，其衝擊屬於全面性的風險有哪些？甲.利率風險；乙.購買力風險；丙.政治風險,僅甲、乙,僅乙、丙,僅甲、丙,甲、乙、丙,4
影響金融市場中所有資產報酬的事件，其衝擊屬於全面性的風險為：,某大集團負責人去世,購買力風險,某大公司被國外企業併購,手機大廠產品瑕疵全面回收,2
影響金融市場中所有資產報酬的事件，其衝擊屬於全面性的風險為：,某大集團負責人去世,購買力風險,某大公司被國外企業併購,手機大廠產品瑕疵全面回收,2
影響債券違約風險的描述，何者為「真」?,信用評等愈高，違約風險愈小,經濟愈不景氣，違約風險愈低,到期日愈短，違約風險愈大,利率風險愈大，違約風險愈大,1
影響債券違約風險的描述，何者為真?,信用評等愈高，違約風險愈小,經濟愈不景氣，違約風險愈低,到期日愈短，違約風險愈大,利率風險愈大，違約風險愈大,1
徵求人應編製徵得之委託書明細表乙份，於股東會開會幾日前，送至股務代理機構?,三日,五日,七日,十日,2
標借證券之最高標借單價，以融券差額發生日該種證券收盤價格多少為限？,1.425‰,0.03,0.05,0.07,4
標借證券之最高標借單價，以融券差額發生日該種證券收盤價格多少為限？,千分之一點四二五,百分之三,百分之五,百分之七,4
潮州公司的股價為40元，每股股利為4元，則其股利收益率為：,0.125,0.1,0.05,0.02,2
潮州公司的股價為40元，每股股利為4元，則其股利收益率為：,0.125,0.1,0.05,0.02,2
盤中某上市股票零股買賣之交易應採何種方式進行?,連續競價,一律以申報當日收盤價為準,採議價方式,集合競價,4
盤中零股交易可委託的種類?,限價ROD,限價/市價ROD皆可,同逐筆交易期間可接受委託種類,其他3個選項皆非,1
盤中零股交易於何時進行第一次撮合?,0.3541666666666667,0.375,0.3819444444444444,0.3958333333333333,3
盤中零股交易第一次撮合時間為：,0.375,0.3770833333333334,0.37847222222222227,0.3819444444444444,4
盤中零股交易第一次撮合時間為？,0.375,0.3770833333333334,0.37847222222222227,0.3819444444444444,4
